         26329217 function calls (26046623 primitive calls) in 18.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
      472    0.000    0.000    0.000    0.000 partial_eval.py:2430(get_states)
      760    0.000    0.000    0.000    0.000 pxla.py:2175(_to_logical_sharding)
       18    0.000    0.000    0.000    0.000 _base.py:3123(set_axisbelow)
      360    0.000    0.000    0.000    0.000 core.py:7358(reshape)
     1024    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
      162    0.000    0.000    0.000    0.000 lax.py:2673(tuple_delete)
      250    0.000    0.000    0.000    0.000 arrayprint.py:963(<genexpr>)
        5    0.000    0.000    0.000    0.000 mlir.py:2030(pad)
      594    0.000    0.000    0.000    0.000 core.py:783(is_string_or_list_of_strings)
      477    0.000    0.000    0.000    0.000 xla_bridge.py:984(get_device_backend)
      234    0.000    0.000    0.000    0.000 compilation_cache.py:103(_initialize_cache)
      819    0.000    0.000    0.000    0.000 ticker.py:236(set_locs)
      135    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
      534    0.000    0.000    0.000    0.000 util.py:351(wrap_name)
     1642    0.000    0.000    0.000    0.000 util.py:342(__init__)
       11    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7b45f63f5d80}
     1686    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
        4    0.000    0.000    0.000    0.000 lax_numpy.py:2045(atleast_2d)
      228    0.000    0.000    0.000    0.000 pyOpt_optimization.py:1608(_mapXtoUser)
     2020    0.000    0.000    0.000    0.000 lax.py:3257(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xla_client.py:201(make_tpu_client)
        7    0.000    0.000    0.000    0.000 validation.py:92(_assert_all_finite)
      316    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
      344    0.000    0.000    0.000    0.000 core.py:3445(__setmask__)
      108    0.000    0.000    0.000    0.000 api_util.py:154(_validate_argnums)
      158    0.000    0.000    0.000    0.000 Image.py:505(_new)
      234    0.000    0.000    0.000    0.000 pxla.py:1099(__init__)
        1    0.000    0.000    0.000    0.000 xla_client.py:155(load_pjrt_plugin_dynamically)
      775    0.000    0.000    0.000    0.000 pjit.py:1558(<genexpr>)
      472    0.000    0.000    0.000    0.000 partial_eval.py:2426(set_states)
      812    0.000    0.000    0.000    0.000 api_util.py:396(is_hashable)
      472    0.000    0.000    0.000    0.000 partial_eval.py:1790(<listcomp>)
     1029    0.000    0.000    0.000    0.000 cbook.py:2072(discard)
       23    0.000    0.000    0.000    0.000 linalg.py:329(solve)
     1162    0.000    0.000    0.000    0.000 mlir.py:258(<genexpr>)
     1312    0.000    0.000    0.000    0.000 collections.py:384(<genexpr>)
       18    0.000    0.000    0.000    0.000 mlir.py:2063(add_jaxvals_lowering)
      570    0.000    0.000    0.000    0.000 pjit.py:246(<listcomp>)
      460    0.000    0.000    0.000    0.000 tree_util.py:718(__str__)
      663    0.000    0.000    0.000    0.000 core.py:973(push)
       16    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:463(predict)
     1106    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       79    0.000    0.000    0.000    0.000 PngImagePlugin.py:313(add_text)
     1954    0.000    0.000    0.000    0.000 lax.py:2437(_convert_element_type_weak_type_rule)
      154    0.000    0.000    0.000    0.000 _param_validation.py:101(make_constraint)
       21    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5284(__init__)
      234    0.000    0.000    0.000    0.000 mlir.py:533(__init__)
     1819    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       54    0.000    0.000    0.000    0.000 ticker.py:2030(_staircase)
       18    0.000    0.000    0.000    0.000 function_base.py:5150(<listcomp>)
       79    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
      104    0.000    0.000    0.000    0.000 lax.py:4729(<genexpr>)
        7    0.000    0.000    0.000    0.000 validation.py:1276(has_fit_parameter)
      214    0.000    0.000    0.000    0.000 functools.py:89(_gt_from_lt)
     1437    0.000    0.000    0.000    0.000 text.py:898(get_position)
       18    0.000    0.000    0.000    0.000 lax.py:3613(_select_dtype_rule)
     1266    0.000    0.000    0.000    0.000 shape_base.py:1267(<genexpr>)
      495    0.000    0.000    0.000    0.000 pjit.py:867(<lambda>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
     1339    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       44    0.000    0.000    0.000    0.000 partial_eval.py:1132(<listcomp>)
      343    0.000    0.000    0.000    0.000 reductions.py:191(force)
      243    0.000    0.000    0.000    0.000 pxla.py:3211(check_device_backend_on_shardings)
       36    0.000    0.000    0.000    0.000 colorbar.py:154(__call__)
       62    0.000    0.000    0.000    0.000 colors.py:310(_to_rgba_no_colorcycle)
       36    0.000    0.000    0.000    0.000 colors.py:1287(_changed)
       72    0.000    0.000    0.000    0.000 core.py:199(_recursive_fill_value)
      183    0.000    0.000    0.000    0.000 blas.py:384(getter)
      818    0.000    0.000    0.000    0.000 partial_eval.py:2778(read)
      135    0.000    0.000    0.000    0.000 __init__.py:946(_name_from_stem)
      136    0.000    0.000    0.000    0.000 colors.py:953(copy)
       44    0.000    0.000    0.000    0.000 partial_eval.py:1103(<listcomp>)
      234    0.000    0.000    0.000    0.000 pxla.py:2354(__init__)
      258    0.000    0.000    0.000    0.000 __init__.py:108(read)
      546    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
    13/12    0.000    0.000    0.000    0.000 typing.py:306(inner)
       97    0.000    0.000    0.000    0.000 util.py:251(_remove_duplicates)
     1569    0.000    0.000    0.000    0.000 patches.py:1648(get_angle)
      674    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
      192    0.000    0.000    0.000    0.000 lax.py:129(asarray)
       18    0.000    0.000    0.000    0.000 figure.py:786(_add_axes_internal)
       15    0.000    0.000    0.000    0.000 vectorize.py:54(<genexpr>)
      372    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
       18    0.000    0.000    0.000    0.000 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       31    0.000    0.000    0.000    0.000 mlir.py:705(replace)
        1    0.000    0.000    0.000    0.000 lax.py:2045(_abs_jvp_rule)
      102    0.000    0.000    0.000    0.000 mlir.py:741(flatten_lowering_ir_args)
      578    0.000    0.000    0.000    0.000 api_util.py:114(<genexpr>)
       12    0.000    0.000    0.000    0.000 lax.py:153(_broadcast_shapes_cached)
      140    0.000    0.000    0.000    0.000 arrayprint.py:989(<genexpr>)
        1    0.000    0.000    0.000    0.000 glob.py:93(_glob1)
      472    0.000    0.000    0.000    0.000 partial_eval.py:1899(<listcomp>)
      160    0.000    0.000    0.000    0.000 __init__.py:439(__repr__)
      104    0.000    0.000    0.000    0.000 ad.py:127(<genexpr>)
      228    0.000    0.000    0.000    0.000 mlir.py:1965(<genexpr>)
        7    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2572(dynamic_slice)
     1290    0.000    0.000    0.000    0.000 slicing.py:1576(<genexpr>)
       70    0.000    0.000    0.000    0.000 util.py:234(<listcomp>)
       92    0.000    0.000    0.000    0.000 ad.py:65(jvp)
       12    0.000    0.000    0.000    0.000 lax.py:157(_broadcast_shapes_uncached)
     1616    0.000    0.000    0.000    0.000 text.py:805(get_color)
      234    0.000    0.000    0.000    0.000 compiler.py:163(<lambda>)
       26    0.000    0.000    0.000    0.000 op_shardings.py:70(op_sharding_to_numpy_indices)
      206    0.000    0.000    0.000    0.000 common.py:593(compute_grad)
     1521    0.000    0.000    0.000    0.000 api_util.py:280(<genexpr>)
       18    0.000    0.000    0.000    0.000 function_base.py:5163(<listcomp>)
      362    0.000    0.000    0.000    0.000 dtypes.py:203(to_inexact_dtype)
      158    0.000    0.000    0.000    0.000 cbook.py:866(__contains__)
       36    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
      108    0.000    0.000    0.000    0.000 transforms.py:2487(get_matrix)
       10    0.000    0.000    0.000    0.000 dtypes.py:702(result_type)
       10    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:457(score)
       27    0.000    0.000    0.000    0.000 re.py:232(findall)
      233    0.000    0.000    0.000    0.000 tree_util.py:194(treedef_children)
      458    0.000    0.000    0.000    0.000 pxla.py:2087(<genexpr>)
      300    0.000    0.000    0.000    0.000 mlir.py:1266(<listcomp>)
      342    0.000    0.000    0.000    0.000 core.py:4083(_delegate_binop)
      194    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
     1560    0.000    0.000    0.000    0.000 function_base.py:5168(_delete_dispatcher)
      131    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       16    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:464(<listcomp>)
      570    0.000    0.000    0.000    0.000 pjit.py:245(<listcomp>)
     1530    0.000    0.000    0.000    0.000 fromnumeric.py:2096(_clip_dispatcher)
       27    0.000    0.000    0.000    0.000 lax.py:1710(_maybe_broadcast)
      128    0.000    0.000    0.000    0.000 numeric.py:341(full_like)
      936    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      273    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     2672    0.000    0.000    0.000    0.000 artist.py:1128(sticky_edges)
      130    0.000    0.000    0.000    0.000 patches.py:493(set_hatch)
     1051    0.000    0.000    0.000    0.000 lax.py:3570(<genexpr>)
      742    0.000    0.000    0.000    0.000 collections.py:562(get_offsets)
      836    0.000    0.000    0.000    0.000 api_util.py:143(__hash__)
      557    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      147    0.000    0.000    0.000    0.000 function_base.py:873(copy)
        1    0.000    0.000    0.000    0.000 ufuncs.py:133(op)
     1203    0.000    0.000    0.000    0.000 core.py:239(<lambda>)
       72    0.000    0.000    0.000    0.000 core.py:287(_scalar_fill_value)
      108    0.000    0.000    0.000    0.000 bezier.py:195(<listcomp>)
      646    0.000    0.000    0.000    0.000 lines.py:79(<listcomp>)
     1616    0.000    0.000    0.000    0.000 backend_bases.py:820(get_antialiased)
      595    0.000    0.000    0.000    0.000 <string>:2(__hash__)
       86    0.000    0.000    0.000    0.000 collections.py:435(set_pickradius)
       92    0.000    0.000    0.000    0.000 ad.py:98(<listcomp>)
      108    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
     2070    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
      176    0.000    0.000    0.000    0.000 patches.py:734(get_path)
     1251    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
      168    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
      472    0.000    0.000    0.000    0.000 partial_eval.py:1896(<setcomp>)
      230    0.000    0.000    0.000    0.000 _collections_abc.py:844(values)
     1775    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
     1250    0.000    0.000    0.000    0.000 sre_parse.py:165(__getitem__)
       31    0.000    0.000    0.000    0.000 dataclasses.py:1405(replace)
      117    0.000    0.000    0.000    0.000 ad.py:698(f_jvp_traceable)
       36    0.000    0.000    0.000    0.000 collections.py:1998(__init__)
      156    0.000    0.000    0.000    0.000 array_methods.py:442(__getitem__)
      969    0.000    0.000    0.000    0.000 _base.py:333(_setdefaults)
      689    0.000    0.000    0.000    0.000 pxla.py:2099(<genexpr>)
      357    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
      848    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       72    0.000    0.000    0.000    0.000 axis.py:1265(_set_artist_props)
     1484    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     1537    0.000    0.000    0.000    0.000 markers.py:383(get_snap_threshold)
     1674    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
     1284    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      234    0.000    0.000    0.000    0.000 axis.py:1091(<dictcomp>)
      505    0.000    0.000    0.000    0.000 slicing.py:1441(_sorted_dims_in_range)
       19    0.000    0.000    0.000    0.000 reductions.py:164(_reduction_init_val)
     1834    0.000    0.000    0.000    0.000 partial_eval.py:1850(<genexpr>)
      472    0.000    0.000    0.000    0.000 partial_eval.py:1921(<listcomp>)
       23    0.000    0.000    0.000    0.000 fromnumeric.py:1407(resize)
      158    0.000    0.000    0.000    0.000 lax.py:673(__str__)
       18    0.000    0.000    0.000    0.000 hlo_helpers.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 ufuncs.py:684(isinf)
       86    0.000    0.000    0.000    0.000 collections.py:503(set_hatch)
      234    0.000    0.000    0.000    0.000 pjit.py:1454(_get_jaxpr_as_fun)
      689    0.000    0.000    0.000    0.000 pxla.py:2643(<genexpr>)
     1271    0.000    0.000    0.000    0.000 numeric.py:2245(_isclose_dispatcher)
      243    0.000    0.000    0.000    0.000 pxla.py:1198(<listcomp>)
     1119    0.000    0.000    0.000    0.000 lax.py:3400(_squeeze_dtype_rule)
      752    0.000    0.000    0.000    0.000 collections.py:786(get_facecolor)
      256    0.000    0.000    0.000    0.000 cbook.py:501(is_scalar_or_string)
       83    0.000    0.000    0.000    0.000 fromnumeric.py:1236(argmin)
      207    0.000    0.000    0.000    0.000 core.py:1349(same_referent)
        6    0.000    0.000    0.000    0.000 __init__.py:787(children)
      216    0.000    0.000    0.000    0.000 transforms.py:1837(is_separable)
        1    0.000    0.000    0.000    0.000 windowed_reductions.py:314(_generic_reduce_window_lower)
       36    0.000    0.000    0.000    0.000 _base.py:1697(set_adjustable)
      273    0.000    0.000    0.000    0.000 ticker.py:672(get_offset)
       34    0.000    0.000    0.000    0.000 pyplot.py:987(gcf)
        8    0.000    0.000    0.000    0.000 markers.py:658(_set_star)
        2    0.000    0.000    0.000    0.000 pyOpt_solution.py:64(__str__)
      472    0.000    0.000    0.000    0.000 partial_eval.py:2343(<listcomp>)
       18    0.000    0.000    0.000    0.000 axis.py:2654(set_offset_position)
      176    0.000    0.000    0.000    0.000 transforms.py:965(x1)
      400    0.000    0.000    0.000    0.000 main.py:215(<listcomp>)
      136    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
